,best_epoch_mean,best_epoch_std,best_test_loss_mean,best_test_loss_std,datasetname,model,n_normflows,percent,test_error_rate_mean,test_error_rate_std,test_measures
735,37.3,67.5633776539,1.06677405357,0.291800421799,winered,baselinedet,3,0.25,0.618945425749,0.251702433432,best_val_loss
736,33.9,60.0274104056,1.09612418175,0.26870310026,winered,baselinedet,4,0.25,inf,,best_val_loss
737,41.8,78.9680948232,1.29697843552,0.422142448793,winered,baselinedet,8,0.25,inf,,best_val_loss
738,40.1,84.3249073525,1.40082505226,0.358210019827,winered,baselinedet,20,0.25,inf,,best_val_loss
739,68.1,143.47992891,1.1417331028,0.322320990758,winered,baselinedet,1,0.5,inf,,best_val_loss
740,45.8,90.9701049796,1.3138476181,0.285518375575,winered,baselinedet,2,0.5,inf,,best_val_loss
741,48.8,97.1121001729,1.31550605774,0.266331510271,winered,baselinedet,3,0.5,inf,,best_val_loss
742,61.1,121.64657825,1.18484682083,0.27739488196,winered,baselinedet,4,0.5,inf,,best_val_loss
743,54.7,93.2127137251,1.36883055687,0.479783574764,winered,baselinedet,8,0.5,inf,,best_val_loss
744,44.3,84.9647573998,1.25402727127,0.308966442204,winered,baselinedet,20,0.5,inf,,best_val_loss
745,73.6,167.735625316,1.23097583771,0.191503650799,winered,baselinedet,1,1.0,inf,,best_val_loss
746,38.3,81.8059288805,1.22328715324,0.208324565672,winered,baselinedet,2,1.0,inf,,best_val_loss
747,71.9,156.395300441,1.35921198845,0.260896822963,winered,baselinedet,3,1.0,inf,,best_val_loss
748,46.2,93.2574929965,1.23282218933,0.221838667646,winered,baselinedet,4,1.0,inf,,best_val_loss
749,34.7,67.6698603516,1.32167705536,0.245104860402,winered,baselinedet,8,1.0,inf,,best_val_loss
750,81.0,162.456763479,1.13885334015,0.187265140957,winered,baselinedet,20,1.0,inf,,best_val_loss
751,163.9,344.79311188,3.51904517492,0.991207255358,winered,baseline,1,0.25,inf,,best_val_loss
752,111.4,200.215983378,34.8547624524,20.626814501,winered,baseline,2,0.25,inf,,best_val_loss
753,96.7,187.924479512,37.1957214101,22.4573532809,winered,baseline,3,0.25,inf,,best_val_loss
754,90.1,183.932841005,9.08140187581,3.28074271853,winered,baseline,4,0.25,inf,,best_val_loss
755,157.5,208.732484295,211831.615374,575073.362602,winered,baseline,8,0.25,inf,,best_val_loss
756,157.7,288.416729751,59214.5802657,177615.204152,winered,baseline,20,0.25,inf,,best_val_loss
757,215.7,400.358851532,47.1649681854,135.62337804,winered,baseline,1,0.5,inf,,best_val_loss
758,200.9,296.481179841,3016.50063293,5879.89312461,winered,baseline,2,0.5,0.893397474289,0.0809893701922,best_val_loss
759,102.7,140.747326795,45.4089116669,93.6794533053,winered,baseline,3,0.5,2.7574418962,3.53262867192,best_val_loss
760,108.4,220.21861865,inf,,winered,baseline,4,0.5,inf,,best_val_loss
761,199.9,326.489035038,26.2845913664,34.7674814267,winered,baseline,8,0.5,inf,,best_val_loss
762,206.3,319.197133446,2290.87578472,6449.8177742,winered,baseline,20,0.5,0.864896482229,0.0787306237496,best_val_loss
763,179.3,334.90358314,263.115551491,783.796868035,winered,baseline,1,1.0,inf,,best_val_loss
764,212.0,347.313691063,11.0692130311,18.6993207087,winered,baseline,2,1.0,0.847200143337,0.0416560575267,best_val_loss
765,91.0,85.2478738738,428.033867059,439.411859283,yacht,mixture,1,0.25,88.3728709221,80.6218277433,best_val_loss
766,94.6,90.0990565988,3789.14339311,2104.08612042,yacht,mixture,2,0.25,inf,,best_val_loss
767,41.0,42.3367452693,inf,,yacht,mixture,3,0.25,inf,,best_val_loss
768,39.8,29.2020547222,13687701.5452,4214948.00315,yacht,mixture,4,0.25,132.824514771,25.403245628,best_val_loss
769,21.7,28.263226992,inf,,yacht,mixture,8,0.25,inf,,best_val_loss
770,27.9,16.5072711252,307266.603674,62539.7858804,yacht,mixture,20,0.25,181.553822327,40.9450264872,best_val_loss
771,90.1,154.472942615,2.83649607012,0.134121281723,yacht,mixture,1,0.5,13.3788205147,4.05613072026,best_val_loss
772,67.6,105.712061753,3.44031118578,0.583547184285,yacht,mixture,2,0.5,inf,,best_val_loss
773,58.2,97.75049872,5.23614775135,1.1820802343,yacht,mixture,3,0.5,inf,,best_val_loss
774,60.2,74.1064099792,6.61667167294,2.98222438665,yacht,mixture,4,0.5,inf,,best_val_loss
775,55.2,62.7611344703,10.6103532217,14.3859818184,yacht,mixture,8,0.5,inf,,best_val_loss
776,59.9,44.9031179318,488.428788829,1171.36514105,yacht,mixture,20,0.5,93.5235450745,45.7796952354,best_val_loss
777,87.0,149.687006784,2.84939287042,0.58006287672,yacht,mixture,1,1.0,inf,,best_val_loss
778,113.8,197.247458792,69.4827815733,198.1777226,yacht,mixture,2,1.0,inf,,best_val_loss
779,66.0,119.875769028,7.25782923134,7.14047159371,yacht,mixture,3,1.0,inf,,best_val_loss
780,80.4,136.331361029,3.46326724483,1.55361522009,yacht,mixture,4,1.0,18.5889467239,3.00111834258,best_val_loss
781,65.5,69.4323411675,40.9859461892,81.7236053265,yacht,mixture,8,1.0,inf,,best_val_loss
782,47.6,55.525129446,15.7777167248,32.6247610964,yacht,mixture,20,1.0,123.022608948,18.5863084743,best_val_loss
783,80.4,113.385360607,1167.12801652,614.951541815,yacht,radialflowdet,1,0.25,inf,,best_val_loss
784,65.5,93.7168608096,-0.169620653378,0.918906396847,yacht,radialflowdet,2,0.25,inf,,best_val_loss
785,57.7,117.751475575,8.90349499487,3.81962166915,yacht,radialflowdet,3,0.25,inf,,best_val_loss
786,21.2,6.27375485654,496.547566409,157.326232763,yacht,radialflowdet,4,0.25,8.05790171623,3.21421510098,best_val_loss
787,65.0,116.653332571,35.1565105233,15.8935281418,yacht,radialflowdet,8,0.25,inf,,best_val_loss
788,0.0,0.0,inf,,yacht,radialflowdet,20,0.25,inf,,best_val_loss
789,97.9,133.986156001,-0.846826337999,0.374796098769,yacht,radialflowdet,1,0.5,1.04083622098,0.472086003989,best_val_loss
790,21.8,35.3943498316,4.5370865502,1.42979189119,yacht,radialflowdet,2,0.5,inf,,best_val_loss
791,46.9,71.9450484745,8.86746269144,2.90080395432,yacht,radialflowdet,3,0.5,inf,,best_val_loss
792,106.9,179.301115445,-1.62954228309,0.607515370842,yacht,radialflowdet,4,0.5,inf,,best_val_loss
793,179.7,348.760963985,-1.42334530636,0.750729546814,yacht,radialflowdet,8,0.5,inf,,best_val_loss
794,0.0,0.0,inf,,yacht,radialflowdet,20,0.5,inf,,best_val_loss
795,96.7,134.739044082,-1.08421993051,0.28559950879,yacht,radialflowdet,1,1.0,inf,,best_val_loss
796,62.5,79.7837702794,-0.602084184462,0.627159938593,yacht,radialflowdet,2,1.0,inf,,best_val_loss
797,105.3,169.193410037,-1.09731537193,0.264590035542,yacht,radialflowdet,3,1.0,inf,,best_val_loss
798,56.8,85.5953269753,-1.41029711244,1.00073817921,yacht,radialflowdet,4,1.0,inf,,best_val_loss
799,107.4,125.943796989,-0.875068284107,0.45873344358,yacht,radialflowdet,8,1.0,0.910923188925,0.342328139293,best_val_loss
800,0.0,0.0,inf,,yacht,radialflowdet,20,1.0,inf,,best_val_loss
801,108.4,146.527949552,445.490031384,475.087644053,yacht,planarflowdet,1,0.25,inf,,best_val_loss
802,134.6,77.8770826367,5047.9948149,10702.5016614,yacht,planarflowdet,2,0.25,inf,,best_val_loss
803,118.8,129.786594069,628339.984918,1011051.19557,yacht,planarflowdet,3,0.25,inf,,best_val_loss
804,94.5,90.3064228059,5145841.99272,6031796.33136,yacht,planarflowdet,4,0.25,inf,,best_val_loss
805,128.5,136.341666412,19860.5241684,16262.779255,yacht,planarflowdet,8,0.25,inf,,best_val_loss
806,172.9,149.029829229,102762.530894,146374.545748,yacht,planarflowdet,20,0.25,inf,,best_val_loss
807,138.4,253.548101945,17.6183585957,1.97055365845,yacht,planarflowdet,1,0.5,13.2762901306,3.12069591092,best_val_loss
808,74.4,106.56190689,11.3851962202,1.56850820695,yacht,planarflowdet,2,0.5,inf,,best_val_loss
809,83.1,127.623234562,7.21024808166,2.18602365647,yacht,planarflowdet,3,0.5,inf,,best_val_loss
810,131.5,189.153509087,47.4062764075,130.371227492,yacht,planarflowdet,4,0.5,inf,,best_val_loss
811,154.8,260.253645508,5.97576584355,6.89745379475,yacht,planarflowdet,8,0.5,169.940162563,242.030598903,best_val_loss
812,81.6,128.983874961,124.479415277,139.028871519,yacht,planarflowdet,20,0.5,inf,,best_val_loss
813,140.5,212.980398159,1.67252513382,0.499683011488,yacht,planarflowdet,1,1.0,inf,,best_val_loss
814,76.8,103.091027738,3.10394676783,0.421365269096,yacht,planarflowdet,2,1.0,inf,,best_val_loss
815,98.7,147.427982419,2.88421972645,1.0117475457,yacht,planarflowdet,3,1.0,inf,,best_val_loss
816,107.7,146.53194191,2.8094873844,1.03625114918,yacht,planarflowdet,4,1.0,42.5562104464,27.3510802259,best_val_loss
817,146.8,162.611684697,126.236655557,322.807607226,yacht,planarflowdet,8,1.0,inf,,best_val_loss
818,98.6,97.7948873919,13.4106227177,6.97208571561,yacht,planarflowdet,20,1.0,41.8755868912,40.5024253996,best_val_loss
819,104.6,163.595354457,154.989529491,294.675847584,yacht,baseline,1,0.25,42.7440244198,74.7958473568,best_val_loss
820,66.9,42.8682866464,2770.08372053,2497.75755735,yacht,baseline,2,0.25,57.8541379929,54.8511388698,best_val_loss
821,47.4,56.5105299922,inf,,yacht,baseline,3,0.25,inf,,best_val_loss
822,70.9,63.899061026,10325957.786,8168308.97952,yacht,baseline,4,0.25,175.204246902,131.786965328,best_val_loss
823,128.2,202.991034285,8136.84036601,17448.8856287,yacht,baseline,8,0.25,38.4376115799,46.7746156571,best_val_loss
824,90.8,99.719406336,94337.4597692,107928.246208,yacht,baseline,20,0.25,inf,,best_val_loss
825,69.5,125.804014244,3.07016392369,0.417295155022,yacht,baseline,1,0.5,inf,,best_val_loss
826,117.6,198.237836953,2.80240165136,0.422471021246,yacht,baseline,2,0.5,inf,,best_val_loss
827,46.0,70.2751734256,4.46676449827,0.598876444298,yacht,baseline,3,0.5,inf,,best_val_loss
828,130.4,271.262308477,3.10892549945,0.48354220362,yacht,baseline,4,0.5,inf,,best_val_loss
829,57.2,94.1422328182,3.48205478012,0.42717098298,yacht,baseline,8,0.5,12.8884425163,5.82552049089,best_val_loss
830,125.8,245.412224634,3.19609460933,0.368236997941,yacht,baseline,20,0.5,inf,,best_val_loss
831,84.6,124.868090399,4.32083272139,0.581032911025,yacht,baseline,1,1.0,7.16098973751,4.12360430938,best_val_loss
832,96.9,171.847868768,3.63162112697,0.805438581306,yacht,baseline,2,1.0,inf,,best_val_loss
833,82.3,133.520822346,3.45014381511,0.904798850837,yacht,baseline,3,1.0,inf,,best_val_loss
834,51.3,79.8424072783,32.026522821,87.1891421091,yacht,baseline,4,1.0,inf,,best_val_loss
835,79.7,119.421982901,3.52426373471,0.796662885999,yacht,baseline,8,1.0,inf,,best_val_loss
836,29.9,44.2706449016,3.35926201523,0.331331929921,yacht,baseline,20,1.0,inf,,best_val_loss
837,36.2,74.7339280381,1.2151515753,3.13932179692,yacht,baselinedetplus,1,0.25,inf,,best_val_loss
838,44.4,84.4135060284,1.00653946477,3.33053401931,yacht,baselinedetplus,2,0.25,inf,,best_val_loss
839,31.8,66.7859266612,1.51109016845,3.41163273948,yacht,baselinedetplus,3,0.25,inf,,best_val_loss
840,31.3,59.5651743891,0.768209106307,2.51454299684,yacht,baselinedetplus,4,0.25,inf,,best_val_loss
841,34.4,54.3492410251,1.01321371755,1.66787505674,yacht,baselinedetplus,8,0.25,inf,,best_val_loss
842,48.2,61.8672772958,2.41136445692,4.04322373725,yacht,baselinedetplus,20,0.25,inf,,best_val_loss
843,102.0,182.793325918,0.465227053242,2.08570363023,yacht,baselinedetplus,1,0.5,inf,,best_val_loss
844,144.1,171.30525386,0.449379516032,0.798824121525,yacht,baselinedetplus,2,0.5,inf,,best_val_loss
845,108.7,121.650359638,0.599724951098,0.735016830437,yacht,baselinedetplus,3,0.5,inf,,best_val_loss
846,31.9,46.1702285028,0.907617784316,0.477351974706,yacht,baselinedetplus,4,0.5,inf,,best_val_loss
847,49.8,47.4548206192,0.566175799889,1.06234859923,yacht,baselinedetplus,8,0.5,11.4468241453,19.3777645034,best_val_loss
848,35.1,32.8920963151,2.30421655716,0.718338431508,yacht,baselinedetplus,20,0.5,25.2256228447,17.6470264537,best_val_loss
849,47.3,64.7966820138,-0.315336098017,0.130125604227,yacht,baselinedetplus,1,1.0,inf,,best_val_loss
850,37.4,67.11810486,0.21787760027,0.0865731895837,yacht,baselinedetplus,2,1.0,inf,,best_val_loss
851,125.1,181.619629996,0.391204292543,0.251534675315,yacht,baselinedetplus,3,1.0,inf,,best_val_loss
852,38.9,60.1621974333,0.699364852905,0.110740884938,yacht,baselinedetplus,4,1.0,inf,,best_val_loss
853,33.7,24.7267062101,1.319505187,0.0494370891955,yacht,baselinedetplus,8,1.0,inf,,best_val_loss
854,22.8,18.0099972238,2.16567364354,0.154501339661,yacht,baselinedetplus,20,1.0,26.2454692841,4.7307862845,best_val_loss
855,155.6,363.733748778,520.733043988,1478.29099207,yacht,baselineplus,1,0.25,inf,,best_val_loss
856,193.5,313.457253864,4738.20205628,13195.6139421,yacht,baselineplus,2,0.25,57.6079948425,117.844552477,best_val_loss
857,229.5,434.393427667,1972699.52163,5815375.68558,yacht,baselineplus,3,0.25,inf,,best_val_loss
858,278.8,410.620457357,11520252.0285,33275494.0502,yacht,baselineplus,4,0.25,inf,,best_val_loss
859,330.9,535.080078119,33014.0168504,97387.2105453,yacht,baselineplus,8,0.25,inf,,best_val_loss
860,572.3,1030.66833171,24631.9651915,69390.4502223,yacht,baselineplus,20,0.25,17.4304144859,7.16686813004,best_val_loss
861,78.1,131.643799702,4.02441918158,0.170361709332,yacht,baselineplus,1,0.5,inf,,best_val_loss
862,67.3,108.88714341,6.90378131661,0.31455650191,yacht,baselineplus,2,0.5,34.7906906128,4.80708336913,best_val_loss
863,139.8,223.085095872,12.1993272351,1.99245150868,yacht,baselineplus,3,0.5,inf,,best_val_loss
864,127.7,225.679883906,16.0521499019,1.13276558355,yacht,baselineplus,4,0.5,inf,,best_val_loss
865,80.4,158.556109942,16.6604050585,0.845518499854,yacht,baselineplus,8,0.5,89.5813148499,28.6742504845,best_val_loss
866,73.3,116.038829708,171.300055662,2.15742273394,yacht,baselineplus,20,0.5,15.3711218834,2.35360886003,best_val_loss
867,112.9,156.468175678,4.3823626549,0.50481266723,yacht,baselineplus,1,1.0,inf,,best_val_loss
868,124.4,238.146677491,5.46904564314,0.717342060378,yacht,baselineplus,2,1.0,inf,,best_val_loss
869,125.0,197.211561527,6.26586119129,0.303522805151,yacht,baselineplus,3,1.0,inf,,best_val_loss
870,75.9,120.927622982,7.37213938723,0.443793788342,yacht,baselineplus,4,1.0,inf,,best_val_loss
871,177.3,259.277476847,282.639480632,823.00523396,yacht,baselineplus,8,1.0,148.947477341,254.887147878,best_val_loss
872,58.4,97.3048816864,34.4975406031,0.73885971737,yacht,baselineplus,20,1.0,142.989848328,46.6264477082,best_val_loss
873,104.7,81.2072041139,797.008624596,1029.62650819,yacht,planarflow,1,0.25,132.440165329,197.136135316,best_val_loss
874,94.8,68.4818224057,7935.97653439,8795.22412842,yacht,planarflow,2,0.25,384.809360123,708.794259189,best_val_loss
875,92.3,181.825768251,2809232.97887,4534427.59658,yacht,planarflow,3,0.25,inf,,best_val_loss
876,100.0,183.942382283,23726941.8077,46947814.2612,yacht,planarflow,4,0.25,inf,,best_val_loss
877,233.0,357.261528855,39080.4999582,16481.6570363,yacht,planarflow,8,0.25,272.142295837,68.7938860463,best_val_loss
878,0.0,0.0,,,yacht,planarflow,20,0.25,inf,,best_val_loss
879,109.5,206.675712168,3.43197688031,0.416704529741,yacht,planarflow,1,0.5,21.3510074615,9.79268016352,best_val_loss
880,69.2,108.087742136,4.15557308402,0.725911742426,yacht,planarflow,2,0.5,inf,,best_val_loss
881,207.3,328.146019327,2405.859894,6812.11996458,yacht,planarflow,3,0.5,inf,,best_val_loss
882,64.7,99.9180163934,30.714503036,64.7162360799,yacht,planarflow,4,0.5,inf,,best_val_loss
883,58.2,69.843825783,250.669643435,720.059409862,yacht,planarflow,8,0.5,348.278556824,699.134621559,best_val_loss
884,0.0,0.0,,,yacht,planarflow,20,0.5,inf,,best_val_loss
885,111.8,189.635861587,5.10368862972,2.02915305687,yacht,planarflow,1,1.0,inf,,best_val_loss
886,69.2,105.339261437,5.37671445108,1.09505350759,yacht,planarflow,2,1.0,inf,,best_val_loss
887,130.0,200.617546591,27.6387662375,69.6481021807,yacht,planarflow,3,1.0,inf,,best_val_loss
888,141.1,223.424461508,59.6471978136,20.759772393,yacht,planarflow,4,1.0,inf,,best_val_loss
889,141.3,216.025484608,3.95922860587,0.975964468641,yacht,planarflow,8,1.0,23.733905983,8.57047895824,best_val_loss
890,0.0,0.0,,,yacht,planarflow,20,1.0,inf,,best_val_loss
891,60.6,99.055741883,0.0965002067627,0.928281653676,yacht,baselinedet,1,0.25,inf,,best_val_loss
892,84.2,138.784581276,0.0304694914049,1.1290643086,yacht,baselinedet,2,0.25,inf,,best_val_loss
893,112.7,224.686470443,0.119772409624,0.989070644383,yacht,baselinedet,3,0.25,inf,,best_val_loss
894,76.2,151.59142456,0.172037562247,0.966071883078,yacht,baselinedet,4,0.25,inf,,best_val_loss
895,111.5,245.333752264,-0.205453909597,1.08695130788,yacht,baselinedet,8,0.25,inf,,best_val_loss
896,68.8,135.667092546,-0.420890402025,1.02215946344,yacht,baselinedet,20,0.25,inf,,best_val_loss
897,53.2,84.1294241036,0.3335892262,0.31671900895,yacht,baselinedet,1,0.5,4.7782115221,2.70351806026,best_val_loss
898,24.8,39.4634007658,-0.260695897379,0.897072034339,yacht,baselinedet,2,0.5,inf,,best_val_loss
899,29.3,54.5564844908,-0.807220600497,0.755878655213,yacht,baselinedet,3,0.5,inf,,best_val_loss
900,23.7,41.1802136954,-0.359979057312,0.980574883566,yacht,baselinedet,4,0.5,inf,,best_val_loss
901,34.3,53.9111305762,0.614912236121,0.45701373274,yacht,baselinedet,8,0.5,5.95273225307,2.65137801108,best_val_loss
902,95.0,127.671453348,-0.372542220546,1.02848194581,yacht,baselinedet,20,0.5,inf,,best_val_loss
903,25.4,53.6715939767,-0.73588649073,0.520055425795,yacht,baselinedet,1,1.0,inf,,best_val_loss
904,35.5,63.7671545547,-1.11690388649,0.532379456855,yacht,baselinedet,2,1.0,inf,,best_val_loss
905,70.3,118.341919876,-0.394894483013,0.450278726443,yacht,baselinedet,3,1.0,inf,,best_val_loss
906,29.5,54.2609435967,-1.2003656295,0.26765742595,yacht,baselinedet,4,1.0,inf,,best_val_loss
907,37.8,71.1066804175,-0.872580054498,0.628624202117,yacht,baselinedet,8,1.0,inf,,best_val_loss
908,41.1,73.1169610966,-0.303830646699,0.74933387641,yacht,baselinedet,20,1.0,inf,,best_val_loss
909,74.5,133.655714431,,,yacht,radialflow,1,0.25,inf,,best_val_loss
910,61.1,135.421157874,,,yacht,radialflow,2,0.25,inf,,best_val_loss
911,30.8,65.8434506994,,,yacht,radialflow,3,0.25,inf,,best_val_loss
912,118.0,251.442239888,,,yacht,radialflow,4,0.25,inf,,best_val_loss
913,197.2,353.17723596,2.55334609993,1.03313426779,yacht,radialflow,8,0.25,17.3626355171,2.61022919314,best_val_loss
914,0.0,0.0,inf,,yacht,radialflow,20,0.25,inf,,best_val_loss
915,18.8,39.6302914448,,,yacht,radialflow,1,0.5,inf,,best_val_loss
916,7.9,16.6159561868,,,yacht,radialflow,2,0.5,inf,,best_val_loss
917,1.3,2.83019433962,,,yacht,radialflow,3,0.5,inf,,best_val_loss
918,28.9,60.8448025718,,,yacht,radialflow,4,0.5,inf,,best_val_loss
919,88.0,139.00503588,2.25888099511,0.39974785335,yacht,radialflow,8,0.5,16.9819952011,3.39225963233,best_val_loss
920,0.0,0.0,inf,,yacht,radialflow,20,0.5,inf,,best_val_loss
921,5.2,10.4,,,yacht,radialflow,1,1.0,inf,,best_val_loss
922,16.0,32.0281126512,,,yacht,radialflow,2,1.0,inf,,best_val_loss
923,19.5,39.0313976178,,,yacht,radialflow,3,1.0,inf,,best_val_loss
924,0.4,0.8,,,yacht,radialflow,4,1.0,inf,,best_val_loss
925,42.5,43.8092455995,3.38049614101,0.403609214487,yacht,radialflow,8,1.0,7.26663532257,4.22818628646,best_val_loss
926,0.0,0.0,inf,,yacht,radialflow,20,1.0,inf,,best_val_loss
