,datasetname,model,n_normflows,test_measures,value0,value1,value2
677,yacht,radialflowdet,20,val_error_rate,inf,inf,inf
678,yacht,baselineplus,1,val_error_rate,5.29113674164,5.31883144379,6.99631547928
679,yacht,baselineplus,2,val_error_rate,12.407336235,12.5344200134,12.7251911163
680,yacht,baselineplus,3,val_error_rate,9.21589374542,13.8995866776,14.1674804688
681,yacht,baselineplus,4,val_error_rate,11.2869415283,12.6685409546,13.0576152802
682,yacht,baselineplus,8,val_error_rate,12.4558486938,12.7857570648,12.8853473663
683,yacht,baselineplus,20,val_error_rate,12.8853206635,13.7068443298,14.0279874802
684,yacht,planarflow,1,val_error_rate,4.04813241959,5.57975482941,5.61877059937
685,yacht,planarflow,2,val_error_rate,8.22481822968,10.0737438202,10.9539422989
686,yacht,planarflow,3,val_error_rate,12.4890804291,15.0342531204,15.3717575073
687,yacht,planarflow,4,val_error_rate,5.96982812881,6.27329683304,6.60498905182
688,yacht,planarflow,8,val_error_rate,6.05672264099,6.32553291321,6.71244096756
689,yacht,planarflow,20,val_error_rate,inf,inf,inf
690,yacht,baselinedet,1,val_error_rate,1.34479963779,1.4297195673,1.47440600395
691,yacht,baselinedet,2,val_error_rate,0.889364778996,0.94096827507,0.975734531879
692,yacht,baselinedet,3,val_error_rate,0.957569658756,1.02800917625,1.02846086025
693,yacht,baselinedet,4,val_error_rate,0.82881039381,0.868281364441,0.998023271561
694,yacht,baselinedet,8,val_error_rate,0.739195644855,0.786086082458,0.990093171597
695,yacht,baselinedet,20,val_error_rate,1.46768820286,1.5266699791,1.59004604816
696,yacht,radialflow,1,val_error_rate,21.4961948395,21.8072547913,22.5741519928
697,yacht,radialflow,2,val_error_rate,11.4846277237,13.5458068848,15.8345603943
698,yacht,radialflow,3,val_error_rate,14.1076517105,14.6972856522,15.9000968933
699,yacht,radialflow,4,val_error_rate,12.5991764069,16.3051548004,17.0251674652
700,yacht,radialflow,8,val_error_rate,7.9753818512,9.13659858704,10.8658008575
701,yacht,radialflow,20,val_error_rate,inf,inf,inf
